2020-03-14,1.85161290322581,2.83333333333333
2020-03-15,1.45470383275261,1.47058823529412
2020-03-16,1.55329341317365,1.64
2020-03-17,1.53045489591365,1.36585365853659
2020-03-18,1.39093198992443,1.42857142857143
2020-03-19,1.64324520101413,1.325
2020-03-20,1.32179854529425,1.24528301886792
2020-03-21,1.28997832249458,1.28787878787879
2020-03-22,1.2564632885212,1.25294117647059
2020-03-23,1.21615226337449,1.21596244131455
2020-03-24,1.21910159884951,1.17374517374517
2020-03-25,1.19616959267226,1.1875
2020-03-26,1.18755075994895,1.17728531855956
2020-03-27,1.19012261247619,1.15529411764706
2020-03-28,1.15174650084144,1.14867617107943
2020-03-29,1.11229508196721,1.12943262411348
2020-03-30,1.10851943225145,1.13500784929356
2020-03-31,1.07668073299035,1.12309820193638
2020-04-01,1.08010523207431,1.11945812807882
2020-04-02,1.06146389958991,1.11881188118812
2020-04-03,1.04734475976398,1.09537856440511
2020-04-04,1.04068857589984,1.22800718132855
2020-04-05,1.04292158968851,1.00950292397661
2020-04-06,1.03102084534893,1.10354815351195
2020-04-07,1.02237583409917,1.09317585301837
2020-04-08,1.38029077265799,1.06362545018007
2020-04-09,1.02679974516883,1.05530474040632
2020-04-10,1.024156187955,1.07272727272727
2020-04-11,1.00531771674744,1.05732801595214
2020-04-12,1.0119718781386,1.05563413484206
2020-04-13,1.01089070915322,1.04868244752121
2020-04-14,1.00850874437114,1.04131175468484
2020-04-15,1.00285558526518,1.06134969325153
2020-04-16,1.00670446014859,1.02736030828516
2020-04-17,1.00528413473901,1.01950487621905
2020-04-18,1.00561445690681,1.01066961000736
2020-04-19,1.00420958921531,1.01601747360757
2020-04-20,1.00548371981105,1.01683984235041
2020-04-21,1.00722976547346,1.0123326286117
2020-04-22,1.00257603041217,1.0146188652976
2020-04-23,1.00162147329558,1.0106346483705
2020-04-24,1.00146941621837,1.01289884589274
2020-04-25,1.00177812041481,1.01038873994638
2020-04-26,1.00181220132812,1.00995024875622
2020-04-27,1.00126376825959,1.00919540229885
2020-04-28,1.00056921534902,1.00878620240807
2020-04-29,1.00055652432011,1.00741935483871
2020-04-30,1.00024720656581,1.00544348382965
2020-05-01,1.00038307547823,1.00700636942675
2020-05-02,1.00032116607992,1.00347881087919
2020-05-03,1.00012348575592,1.00220611408761
2020-05-04,1.00032116607992,1.00347881087919
2020-05-05,1.00012348575592,1.00220611408761
2020-05-06,1.00027183314387,1.00220680958386
2020-05-07,1.00023470118833,1.00471846492608
2020-05-08,1.00027169550344,1.00281778334377
2020-05-09,1.00030866102846,1.00437090227911
2020-05-10,1.00135768945939,1.00279763755051
2020-05-11,1.0004067545914,1.00495970241786
2020-05-12,1.00092406638493,1.00246761258482
2020-05-13,1.00121864152244,1.00123076923077
2020-05-14,1.00097126768875,1.00215119852489
2020-05-15,1.00101945563526,1.00183992640294
2020-05-16,1.00184051338053,1.00275482093664
2020-05-17,1.00121250719543,1.00213675213675
2020-05-18,1.00121103880217,1.00121839780688
